zpid,sale_price,bedrooms,bathrooms,living_area,year_built,zipcode,lat,lon
52487770,335000.0,3.0,2.0,3080.0,1999.0,46216.0,39.856014,-86.01774
167365284,329900.0,3.0,3.0,1758.0,2017.0,46216.0,39.85897,-86.00851
167365079,359900.0,3.0,3.0,2280.0,2017.0,46216.0,39.860798,-86.00832
423596260,399000.0,3.0,4.0,2130.0,2025.0,46216.0,39.859303,-86.00914
402512574,395000.0,3.0,3.0,2218.0,2025.0,46216.0,39.85925,-86.009155
52488757,275000.0,3.0,2.0,1508.0,2002.0,46217.0,39.651703,-86.18258
1188511,235000.0,3.0,2.0,1276.0,1986.0,46217.0,39.639977,-86.18079
1187258,250000.0,3.0,2.0,1323.0,1981.0,46217.0,39.653137,-86.176735
1173326,259900.0,3.0,2.0,2542.0,1947.0,46217.0,39.6716,-86.180984
1183656,237588.0,3.0,2.0,1276.0,1977.0,46217.0,39.67124,-86.16818
61760993,219500.0,3.0,3.0,1720.0,2001.0,46217.0,39.662502,-86.202354
1186923,325000.0,3.0,2.0,1534.0,1986.0,46217.0,39.637756,-86.17101
1168566,310000.0,3.0,2.0,2287.0,1945.0,46217.0,39.694534,-86.16307
1173351,210000.0,3.0,1.0,925.0,1953.0,46217.0,39.685555,-86.18542
1183681,299900.0,3.0,3.0,1805.0,1969.0,46217.0,39.670467,-86.17038
308924981,299900.0,3.0,2.0,1812.0,2019.0,46217.0,39.657097,-86.17384
67858157,315000.0,4.0,3.0,2811.0,2001.0,46217.0,39.66401,-86.20194
1189292,280000.0,3.0,2.0,1671.0,1988.0,46217.0,39.66513,-86.17938
1185752,325000.0,4.0,2.0,2482.0,1984.0,46217.0,39.67441,-86.16029
52488720,375000.0,4.0,2.0,1952.0,1999.0,46217.0,39.653072,-86.18413
59813859,225000.0,2.0,2.0,1646.0,2002.0,46217.0,39.66176,-86.17922
59814502,289900.0,4.0,3.0,2512.0,2001.0,46217.0,39.67005,-86.191025
457409029,350000.0,3.0,3.0,2014.0,2025.0,46217.0,39.652977,-86.170555
1182742,217900.0,3.0,2.0,1004.0,1965.0,46217.0,39.634876,-86.18513
69391363,225000.0,3.0,3.0,1721.0,2004.0,46217.0,39.66168,-86.202324
59814460,347000.0,5.0,3.0,3361.0,2000.0,46217.0,39.668484,-86.19259
59814399,204900.0,3.0,3.0,1824.0,2001.0,46217.0,39.669582,-86.203705
59814191,259900.0,3.0,2.0,1430.0,2001.0,46217.0,39.661613,-86.20856
59813741,255000.0,2.0,2.0,1299.0,2000.0,46217.0,39.659008,-86.18049
1187892,299900.0,3.0,3.0,1616.0,1983.0,46217.0,39.66346,-86.163925
1186799,354000.0,3.0,2.0,1907.0,1980.0,46217.0,39.64067,-86.16529
1180041,317000.0,3.0,3.0,3093.0,1960.0,46217.0,39.671806,-86.1661
66384445,332000.0,3.0,2.0,1896.0,2003.0,46217.0,39.653214,-86.208176
59813998,225000.0,3.0,2.0,1208.0,2000.0,46217.0,39.686993,-86.1822
1189310,359000.0,3.0,3.0,2231.0,1989.0,46217.0,39.665943,-86.17947
112835566,232500.0,2.0,2.0,1315.0,2007.0,46217.0,39.656513,-86.20298
1189967,279900.0,4.0,3.0,1685.0,1991.0,46217.0,39.640907,-86.19844
62836416,235000.0,3.0,2.0,1257.0,2002.0,46217.0,39.667503,-86.20996
79642161,267000.0,3.0,2.0,1528.0,2005.0,46217.0,39.65305,-86.17096
245127884,384000.0,4.0,3.0,2438.0,2019.0,46217.0,39.63495,-86.21806
52489388,255000.0,4.0,3.0,1766.0,2000.0,46217.0,39.659565,-86.20531
59813864,235000.0,2.0,2.0,1634.0,2001.0,46217.0,39.66081,-86.17985
1188596,285000.0,3.0,2.0,1538.0,1986.0,46217.0,39.646954,-86.18244
59814113,215000.0,3.0,3.0,1996.0,2001.0,46217.0,39.670254,-86.2026
1185624,92500.0,3.0,2.0,1176.0,1975.0,46217.0,39.657204,-86.15971
59814799,214900.0,3.0,3.0,1490.0,2002.0,46217.0,39.670223,-86.20722
1172923,215000.0,2.0,1.0,1240.0,1952.0,46217.0,39.697495,-86.16142
1175909,232000.0,3.0,1.0,2364.0,1954.0,46217.0,39.699436,-86.16135
1189141,315000.0,4.0,2.0,2001.0,1987.0,46217.0,39.64206,-86.18464
1185053,288000.0,4.0,2.0,1610.0,1975.0,46217.0,39.642834,-86.1674
1187209,245000.0,3.0,2.0,1604.0,1978.0,46217.0,39.64771,-86.1773
1168036,115000.0,3.0,1.0,976.0,1954.0,46217.0,39.716324,-86.18431
1184597,317000.0,3.0,2.0,2126.0,1973.0,46217.0,39.66512,-86.173744
1187339,244900.0,3.0,2.0,1196.0,1978.0,46217.0,39.655727,-86.18201
59814379,239000.0,3.0,3.0,1528.0,2002.0,46217.0,39.661243,-86.20525
67858713,245900.0,3.0,2.0,1272.0,2003.0,46217.0,39.660255,-86.17605
1169089,310000.0,3.0,2.0,2032.0,1972.0,46217.0,39.663147,-86.165436
1184572,400000.0,5.0,3.0,2932.0,1974.0,46217.0,39.66689,-86.171165
450598125,395000.0,4.0,2.0,2346.0,1971.0,46217.0,39.641487,-86.17288
59814505,248000.0,3.0,3.0,2029.0,2001.0,46217.0,39.670048,-86.19048
1188368,1250000.0,5.0,4.0,3382.0,1984.0,46217.0,39.64335,-86.20577
402073080,279850.0,3.0,2.0,1694.0,1966.0,46217.0,39.70682,-86.17441
1186664,445000.0,4.0,2.0,2408.0,1977.0,46217.0,39.635845,-86.19086
1181715,272900.0,3.0,2.0,1588.0,1966.0,46217.0,39.646835,-86.16151
69391383,230000.0,3.0,3.0,1721.0,2005.0,46217.0,39.65999,-86.20282
1183706,259999.0,4.0,2.0,1610.0,1975.0,46217.0,39.671146,-86.17288
1184530,319500.0,4.0,2.0,1704.0,1973.0,46217.0,39.665688,-86.1745
59814471,284900.0,3.0,3.0,2340.0,2000.0,46217.0,39.66908,-86.19284
67858680,239000.0,3.0,3.0,1552.0,2003.0,46217.0,39.66054,-86.20379
66386477,230000.0,3.0,3.0,1489.0,2003.0,46217.0,39.66579,-86.20678
1180779,319000.0,5.0,3.0,2268.0,1959.0,46217.0,39.657265,-86.16436
1169325,265000.0,3.0,2.0,1720.0,1912.0,46217.0,39.709442,-86.17069
1191798,550000.0,4.0,4.0,3171.0,1996.0,46217.0,39.653458,-86.19234
123620583,310000.0,4.0,3.0,2446.0,2015.0,46217.0,39.653545,-86.22026
59814483,250000.0,4.0,3.0,2154.0,2002.0,46217.0,39.670784,-86.19071
1189132,300000.0,3.0,3.0,1825.0,1988.0,46217.0,39.642445,-86.185036
1184812,399000.0,4.0,3.0,2602.0,1975.0,46217.0,39.639935,-86.188385
1183701,265000.0,3.0,3.0,1711.0,1970.0,46217.0,39.671185,-86.17121
114424607,320000.0,4.0,3.0,2391.0,2012.0,46217.0,39.690495,-86.17113
112861737,380000.0,5.0,4.0,3266.0,2013.0,46217.0,39.6554,-86.21806
1180958,374900.0,5.0,3.0,2156.0,1965.0,46217.0,39.692596,-86.17035
1168750,254900.0,3.0,1.0,1384.0,1925.0,46217.0,39.69027,-86.20846
59814527,229900.0,3.0,2.0,1516.0,2001.0,46217.0,39.669296,-86.190475
69386103,239900.0,2.0,3.0,1666.0,2004.0,46217.0,39.657818,-86.18431
1187430,1250000.0,4.0,5.0,5978.0,1989.0,46217.0,39.66627,-86.16106
1187515,232900.0,3.0,2.0,1268.0,1979.0,46217.0,39.65566,-86.177055
1183203,257000.0,4.0,2.0,2745.0,1967.0,46217.0,39.711113,-86.16063
1189842,399500.0,3.0,2.0,2395.0,1990.0,46217.0,39.63925,-86.164764
52489458,219899.0,2.0,2.0,1113.0,1999.0,46217.0,39.6597,-86.18518
1175356,299000.0,3.0,2.0,3870.0,1954.0,46217.0,39.670574,-86.16207
114407384,275000.0,3.0,2.0,1480.0,2011.0,46217.0,39.69046,-86.17095
1185519,410000.0,4.0,3.0,2492.0,1977.0,46217.0,39.641483,-86.19522
59814439,295000.0,4.0,3.0,2036.0,2000.0,46217.0,39.66949,-86.193085
1181661,285000.0,3.0,2.0,2036.0,1966.0,46217.0,39.661873,-86.17243
1185606,121000.0,2.0,2.0,1116.0,1981.0,46217.0,39.657913,-86.15941
1186709,319900.0,4.0,3.0,2151.0,1976.0,46217.0,39.63651,-86.19457
66384474,220000.0,2.0,2.0,1614.0,2001.0,46217.0,39.661777,-86.179054
59814825,204900.0,3.0,3.0,1368.0,2001.0,46217.0,39.670067,-86.211006
1188593,339000.0,5.0,3.0,2862.0,1985.0,46217.0,39.646545,-86.183174
123619938,244900.0,3.0,2.0,1368.0,2016.0,46217.0,39.692417,-86.17573
1176519,247000.0,4.0,3.0,1901.0,1966.0,46217.0,39.64991,-86.17161
1183038,219900.0,3.0,2.0,2101.0,1967.0,46217.0,39.704967,-86.16737
59813941,187000.0,2.0,3.0,1386.0,2000.0,46217.0,39.662407,-86.20168
1115722,108900.0,3.0,1.0,1728.0,1949.0,46218.0,39.820896,-86.12795
1080405,65000.0,2.0,1.0,1728.0,1927.0,46218.0,39.809444,-86.1028
1115521,180000.0,3.0,1.0,1700.0,1949.0,46218.0,39.79415,-86.08443
450520016,490000.0,4.0,4.0,2503.0,2025.0,46218.0,39.790363,-86.13277
1111099,154900.0,3.0,1.0,1272.0,1962.0,46218.0,39.80816,-86.12488
1097622,414999.0,3.0,3.0,5336.0,2022.0,46218.0,39.79565,-86.11208
1109527,199000.0,3.0,1.0,1306.0,1963.0,46218.0,39.803886,-86.12422
1073552,129900.0,2.0,1.0,1371.0,1928.0,46218.0,39.825123,-86.11264
1116802,285000.0,4.0,2.0,2256.0,1940.0,46218.0,39.792774,-86.09016
1116292,142500.0,3.0,1.0,1728.0,1948.0,46218.0,39.81545,-86.12668
1120209,164900.0,3.0,2.0,888.0,1971.0,46218.0,39.796425,-86.09
112859936,249900.0,3.0,3.0,1800.0,2022.0,46218.0,39.80125,-86.10813
1220242,170000.0,3.0,1.0,1270.0,1950.0,46218.0,39.815388,-86.06509
1098661,75000.0,2.0,1.0,816.0,1920.0,46218.0,39.80925,-86.10071
1106484,169900.0,3.0,2.0,1747.0,1945.0,46218.0,39.789436,-86.09011
1222286,145000.0,2.0,1.0,1024.0,1952.0,46218.0,39.78952,-86.07831
1076102,125000.0,6.0,2.0,1882.0,1910.0,46218.0,39.80892,-86.10232
450520019,435000.0,4.0,4.0,2124.0,2025.0,46218.0,39.790363,-86.13277
1102750,189900.0,3.0,2.0,984.0,1955.0,46218.0,39.792294,-86.08662
1214868,200000.0,3.0,1.0,1898.0,1929.0,46218.0,39.794632,-86.06882
1114957,157900.0,3.0,1.0,1982.0,1940.0,46218.0,39.791443,-86.083694
308924232,374900.0,3.0,3.0,1396.0,2022.0,46218.0,39.790016,-86.1325
1117528,155000.0,3.0,1.0,1104.0,1974.0,46218.0,39.815823,-86.094894
1080775,210000.0,3.0,2.0,1574.0,1919.0,46218.0,39.81667,-86.10295
1096234,100000.0,2.0,1.0,1125.0,1920.0,46218.0,39.81858,-86.08826
1104994,92000.0,2.0,1.0,2208.0,1940.0,46218.0,39.81858,-86.08852
112850632,150000.0,2.0,3.0,1200.0,2023.0,46218.0,39.802284,-86.11641
1094661,110000.0,2.0,1.0,960.0,1955.0,46218.0,39.81419,-86.10558
1097106,169900.0,3.0,1.0,972.0,1960.0,46218.0,39.80468,-86.127235
1117950,129900.0,3.0,1.0,888.0,1955.0,46218.0,39.81021,-86.0901
1081473,80000.0,2.0,1.0,825.0,1953.0,46218.0,39.81003,-86.11231
1212469,230000.0,4.0,2.0,3096.0,1966.0,46218.0,39.81999,-86.07215
1219753,117000.0,2.0,1.0,660.0,1920.0,46218.0,39.794125,-86.07169
1074515,130000.0,3.0,1.0,864.0,1961.0,46218.0,39.812317,-86.13142
1116754,219900.0,3.0,2.0,1725.0,1920.0,46218.0,39.793304,-86.12967
1117539,165000.0,4.0,2.0,2322.0,1951.0,46218.0,39.817448,-86.12308
1112832,130000.0,2.0,1.0,1134.0,1948.0,46218.0,39.8177,-86.08976
1114607,200000.0,4.0,1.0,2220.0,1949.0,46218.0,39.794895,-86.09263
1117711,175000.0,4.0,2.0,1016.0,1990.0,46218.0,39.807537,-86.09613
1103955,135000.0,3.0,1.0,1470.0,1946.0,46218.0,39.81715,-86.131424
1213012,340000.0,6.0,4.0,3888.0,1941.0,46218.0,39.81364,-86.071495
1120207,50000.0,3.0,1.0,1176.0,1971.0,46218.0,39.819794,-86.11541
1103625,217000.0,3.0,2.0,1972.0,1951.0,46218.0,39.822567,-86.0875
1117154,114900.0,2.0,1.0,676.0,1950.0,46218.0,39.79305,-86.096054
1114968,155000.0,2.0,1.0,1632.0,1949.0,46218.0,39.78996,-86.08416
1096304,159900.0,3.0,1.0,1808.0,1945.0,46218.0,39.8235,-86.123436
1115320,330000.0,2.0,1.0,1244.0,1912.0,46218.0,39.801037,-86.109055
1226592,119900.0,3.0,1.0,1402.0,1959.0,46218.0,39.821934,-86.06932
1226602,119900.0,3.0,1.0,1402.0,1959.0,46218.0,39.823364,-86.0689
1082901,239900.0,3.0,2.0,2427.0,1907.0,46218.0,39.789814,-86.12247
1099662,225000.0,3.0,2.0,1170.0,1911.0,46218.0,39.789314,-86.120346
1109611,165000.0,3.0,2.0,1638.0,1955.0,46218.0,39.80012,-86.11169
1080710,154900.0,4.0,2.0,1352.0,1968.0,46218.0,39.810177,-86.12372
1116384,125000.0,4.0,2.0,1728.0,1948.0,46218.0,39.795223,-86.08426
1076049,75000.0,2.0,1.0,688.0,1949.0,46218.0,39.795662,-86.09489
1076236,319900.0,4.0,4.0,3747.0,1920.0,46218.0,39.814415,-86.13378
1098210,75000.0,2.0,1.0,1392.0,1951.0,46218.0,39.823746,-86.126785
1220269,90000.0,3.0,1.0,816.0,1951.0,46218.0,39.816696,-86.06809
1113180,190000.0,3.0,2.0,1064.0,1993.0,46218.0,39.810493,-86.117485
1112979,149900.0,2.0,2.0,844.0,1945.0,46218.0,39.82382,-86.12338
1115880,95000.0,2.0,1.0,1447.0,1946.0,46218.0,39.811977,-86.119644
1116831,147400.0,5.0,2.0,1828.0,1951.0,46218.0,39.81827,-86.12947
1102218,225000.0,4.0,2.0,1728.0,1940.0,46218.0,39.8185,-86.09455
1086862,187000.0,3.0,2.0,1260.0,1913.0,46218.0,39.793484,-86.11704
1073786,152000.0,2.0,1.0,1616.0,1930.0,46218.0,39.817333,-86.10237
1070463,110000.0,2.0,1.0,1530.0,1920.0,46218.0,39.803234,-86.13349
1211791,119900.0,2.0,1.0,908.0,1920.0,46218.0,39.818146,-86.07684
448397330,185000.0,4.0,2.0,1768.0,1930.0,46218.0,39.816265,-86.12993
1222824,139900.0,3.0,1.0,816.0,1945.0,46218.0,39.801834,-86.06487
1075034,109000.0,3.0,1.0,1836.0,1930.0,46218.0,39.81799,-86.09415
1090481,138000.0,2.0,2.0,2064.0,1940.0,46218.0,39.817966,-86.10065
1072954,145900.0,4.0,2.0,2296.0,1955.0,46218.0,39.812412,-86.132866
452295740,388000.0,3.0,4.0,2246.0,2025.0,46218.0,39.790363,-86.13277
1118545,164000.0,3.0,1.0,1026.0,1956.0,46218.0,39.789482,-86.08776
1113300,179900.0,2.0,1.0,1648.0,1943.0,46218.0,39.79079,-86.09014
1098579,55000.0,1.0,1.0,1564.0,1920.0,46218.0,39.800465,-86.11453
1083737,114900.0,2.0,1.0,1536.0,1941.0,46218.0,39.820213,-86.1041
1105821,145000.0,3.0,1.0,2000.0,1959.0,46218.0,39.81899,-86.13146
1099029,133900.0,2.0,1.0,1448.0,1924.0,46218.0,39.81149,-86.1014
1087651,169900.0,3.0,1.0,1874.0,1924.0,46218.0,39.79385,-86.113785
1099369,155900.0,4.0,3.0,2454.0,1910.0,46218.0,39.80708,-86.1012
1211640,234000.0,3.0,2.0,2558.0,1954.0,46218.0,39.798405,-86.0704
1098438,94900.0,3.0,1.0,1194.0,1920.0,46218.0,39.815086,-86.129395
1071556,80000.0,2.0,1.0,725.0,1952.0,46218.0,39.813103,-86.11003
308924239,429900.0,3.0,3.0,2962.0,2023.0,46218.0,39.79005,-86.13178
1113136,177000.0,3.0,2.0,1560.0,1947.0,46218.0,39.79385,-86.09117
1219704,153000.0,2.0,1.0,1776.0,1941.0,46218.0,39.794685,-86.08288
450520017,490000.0,4.0,4.0,2564.0,2025.0,46218.0,39.790363,-86.13277
1101661,177400.0,3.0,3.0,1440.0,1950.0,46218.0,39.79383,-86.09491
1116374,99500.0,2.0,1.0,924.0,1940.0,46218.0,39.811905,-86.1263
1090126,67500.0,2.0,1.0,1118.0,1920.0,46218.0,39.791306,-86.11719
1114748,217000.0,4.0,2.0,1352.0,1940.0,46218.0,39.81931,-86.13142
1115948,95000.0,2.0,1.0,1610.0,1947.0,46218.0,39.81264,-86.11965
1099901,200000.0,3.0,1.0,1666.0,1920.0,46218.0,39.790558,-86.11769
1101308,135000.0,3.0,1.0,2304.0,1930.0,46218.0,39.81564,-86.09279
1110919,154900.0,3.0,2.0,1068.0,1963.0,46218.0,39.804676,-86.110054
1212647,135000.0,2.0,1.0,875.0,1959.0,46218.0,39.79817,-86.08247
1076284,117500.0,2.0,1.0,768.0,1925.0,46218.0,39.8092,-86.09755
1110296,159900.0,3.0,1.0,2025.0,1919.0,46218.0,39.80952,-86.10598
1110165,129900.0,2.0,1.0,2080.0,1935.0,46218.0,39.822933,-86.11869
1080070,83000.0,3.0,1.0,1900.0,1930.0,46218.0,39.808655,-86.09804
1116550,229000.0,2.0,1.0,1488.0,1949.0,46218.0,39.807167,-86.100975
1097094,209000.0,3.0,3.0,1920.0,1955.0,46218.0,39.80104,-86.11647
1223028,157000.0,3.0,2.0,925.0,1951.0,46218.0,39.821423,-86.0788
1109895,113000.0,2.0,1.0,1808.0,1930.0,46218.0,39.818783,-86.123146
1099839,156000.0,2.0,1.0,1480.0,1923.0,46218.0,39.797104,-86.089005
1211553,159900.0,3.0,1.0,1280.0,1951.0,46218.0,39.799713,-86.06546
1215146,150000.0,3.0,1.0,925.0,1950.0,46218.0,39.820873,-86.080505
1118476,122000.0,3.0,1.0,1200.0,1955.0,46218.0,39.81331,-86.08896
1084279,190000.0,3.0,1.0,936.0,1961.0,46218.0,39.813435,-86.084656
308924209,170000.0,3.0,2.0,912.0,2021.0,46218.0,39.811005,-86.10769
1112536,179900.0,3.0,1.0,2256.0,1945.0,46218.0,39.822075,-86.09527
1074175,180000.0,2.0,2.0,1200.0,2025.0,46218.0,39.81299,-86.13088
1091262,149000.0,2.0,2.0,1204.0,1909.0,46218.0,39.79833,-86.13188
1113062,220000.0,2.0,2.0,1834.0,1941.0,46218.0,39.795433,-86.09023
1093606,260000.0,5.0,3.0,1602.0,1947.0,46218.0,39.81734,-86.10114
1098870,160000.0,3.0,1.0,1520.0,1929.0,46218.0,39.796413,-86.09233
1115848,229900.0,3.0,1.0,1296.0,1927.0,46218.0,39.79115,-86.08594
1075827,175000.0,3.0,2.0,2478.0,1955.0,46218.0,39.801548,-86.1348
1074988,135000.0,3.0,2.0,1946.0,1926.0,46218.0,39.792442,-86.11582
1112013,149900.0,2.0,1.0,1560.0,1943.0,46218.0,39.81685,-86.09349
1115723,129900.0,3.0,1.0,1728.0,1947.0,46218.0,39.820274,-86.1285
1075937,129999.0,3.0,1.0,768.0,1954.0,46218.0,39.80975,-86.0962
1094473,117499.0,3.0,1.0,1248.0,1930.0,46218.0,39.810658,-86.094635
1086493,170000.0,3.0,2.0,912.0,2021.0,46218.0,39.810905,-86.10766
1080185,174999.0,3.0,1.0,1712.0,1948.0,46218.0,39.818935,-86.10729
1114865,115000.0,2.0,1.0,1440.0,1941.0,46218.0,39.818775,-86.12846
1098128,250000.0,4.0,4.0,2676.0,1903.0,46218.0,39.80268,-86.10812
1077068,175000.0,1.0,1.0,660.0,1950.0,46218.0,39.801212,-86.110374
1212907,302500.0,5.0,3.0,2600.0,2024.0,46218.0,39.794247,-86.07173
1077513,112500.0,2.0,2.0,2026.0,1920.0,46218.0,39.793304,-86.11209
1073420,96000.0,3.0,1.0,1200.0,1910.0,46218.0,39.80415,-86.118225
1112389,69000.0,2.0,1.0,2288.0,1955.0,46218.0,39.80758,-86.10442
1099377,80900.0,3.0,1.0,2550.0,1935.0,46218.0,39.810238,-86.10704
1074215,122000.0,2.0,1.0,750.0,1950.0,46218.0,39.81713,-86.1285
308924235,362000.0,2.0,2.0,840.0,2025.0,46218.0,39.78975,-86.13239
1214932,178000.0,3.0,2.0,912.0,1950.0,46218.0,39.822403,-86.07538
1088612,174900.0,4.0,1.0,1152.0,1927.0,46218.0,39.801212,-86.132385
1072852,150000.0,2.0,1.0,1440.0,1910.0,46218.0,39.810905,-86.13161
1106240,155000.0,3.0,1.0,912.0,1954.0,46218.0,39.792294,-86.08594
1110495,104000.0,2.0,1.0,625.0,1947.0,46218.0,39.80212,-86.1341
1092449,110900.0,2.0,1.0,720.0,1951.0,46218.0,39.81057,-86.11052
1077029,250000.0,5.0,5.0,1924.0,1920.0,46218.0,39.81055,-86.13472
1094689,100000.0,2.0,1.0,780.0,1930.0,46218.0,39.80438,-86.120094
1098664,90000.0,4.0,2.0,2745.0,1876.0,46218.0,39.805363,-86.10549
1114901,149950.0,3.0,1.0,2237.0,1949.0,46218.0,39.816376,-86.12133
1075194,170000.0,3.0,2.0,2178.0,1926.0,46218.0,39.792126,-86.11634
308924240,399000.0,2.0,2.0,1008.0,2025.0,46218.0,39.78997,-86.13179
1212547,139900.0,2.0,3.0,2184.0,1952.0,46218.0,39.823803,-86.07038
1091589,85000.0,2.0,1.0,960.0,1955.0,46218.0,39.791092,-86.13302
446401199,218900.0,3.0,2.0,1032.0,1951.0,46218.0,39.82456,-86.084
444154665,218900.0,2.0,1.0,1344.0,1950.0,46218.0,39.824265,-86.083984
1085288,218900.0,2.0,1.0,672.0,1950.0,46218.0,39.824394,-86.083984
444154663,218900.0,3.0,2.0,1032.0,1951.0,46218.0,39.82456,-86.084
308924234,498000.0,3.0,4.0,2099.0,2024.0,46218.0,39.78984,-86.13239
1221200,184900.0,2.0,2.0,2260.0,1953.0,46219.0,39.782177,-86.03942
1224341,249900.0,3.0,2.0,2237.0,1956.0,46219.0,39.785362,-86.035355
1224992,95500.0,3.0,1.0,1455.0,1957.0,46219.0,39.79269,-86.05362
1230558,249000.0,3.0,2.0,2752.0,1963.0,46219.0,39.78715,-86.02782
1221273,299900.0,3.0,2.0,2166.0,1954.0,46219.0,39.77985,-86.05291
1220729,179000.0,3.0,1.0,1650.0,1947.0,46219.0,39.758522,-86.08116
1214073,154900.0,3.0,1.0,2036.0,1957.0,46219.0,39.79637,-86.01061
1218022,299000.0,3.0,2.0,3423.0,1938.0,46219.0,39.77846,-86.08074
1218247,245000.0,2.0,1.0,1764.0,1947.0,46219.0,39.767498,-86.08154
1220793,180000.0,3.0,2.0,1152.0,1949.0,46219.0,39.803417,-86.05809
1228805,185000.0,4.0,2.0,1828.0,1961.0,46219.0,39.792664,-86.013145
1219187,284900.0,2.0,2.0,2484.0,1929.0,46219.0,39.780804,-86.069565
1218012,220000.0,4.0,3.0,2730.0,1924.0,46219.0,39.770336,-86.05442
1213749,179900.0,2.0,2.0,998.0,1948.0,46219.0,39.7779,-86.02414
1226043,255000.0,3.0,3.0,1604.0,1961.0,46219.0,39.781315,-86.03539
1218130,102000.0,3.0,1.0,1360.0,1910.0,46219.0,39.762226,-86.08028
1214684,259900.0,3.0,3.0,1449.0,1955.0,46219.0,39.779114,-86.03031
1226705,239000.0,4.0,2.0,1450.0,1959.0,46219.0,39.8012,-86.027016
444216857,129900.0,2.0,2.0,1206.0,1970.0,46219.0,39.794804,-86.02376
1231575,229900.0,3.0,2.0,1650.0,1930.0,46219.0,39.77193,-86.06782
1226724,175000.0,3.0,1.0,1073.0,1959.0,46219.0,39.802082,-86.03012
444124705,210000.0,2.0,1.0,2240.0,1939.0,46219.0,39.774242,-86.03813
1230838,189900.0,3.0,2.0,2060.0,1966.0,46219.0,39.78592,-86.02516
1215677,199000.0,2.0,1.0,2098.0,1910.0,46219.0,39.77252,-86.05726
1223864,195000.0,3.0,2.0,1440.0,1955.0,46219.0,39.811413,-86.03796
1215239,244900.0,3.0,2.0,1771.0,1967.0,46219.0,39.77471,-86.021065
1214622,363999.0,3.0,2.0,1676.0,2005.0,46219.0,39.762646,-86.02153
1217175,340000.0,4.0,2.0,1917.0,1936.0,46219.0,39.774887,-86.055824
444103167,210000.0,3.0,2.0,2300.0,1968.0,46219.0,39.80392,-86.02503
1218885,210000.0,3.0,1.0,2568.0,1920.0,46219.0,39.77235,-86.06701
1215494,185000.0,2.0,1.0,1196.0,1951.0,46219.0,39.77461,-86.05509
444166883,182000.0,4.0,2.0,1477.0,1960.0,46219.0,39.802216,-86.02492
1232597,225000.0,4.0,3.0,1624.0,1968.0,46219.0,39.7831,-86.030235
1227799,185000.0,3.0,2.0,1676.0,1959.0,46219.0,39.80313,-86.02143
1216254,434000.0,4.0,4.0,2590.0,1900.0,46219.0,39.76818,-86.081604
1221929,255000.0,3.0,2.0,2214.0,1949.0,46219.0,39.78601,-86.08155
1223526,199900.0,3.0,2.0,2500.0,1952.0,46219.0,39.77507,-86.03381
1213374,255000.0,5.0,2.0,2405.0,1956.0,46219.0,39.789482,-86.04153
1221193,199900.0,2.0,1.0,2222.0,1956.0,46219.0,39.78218,-86.0414
1218886,315000.0,4.0,2.0,2165.0,1910.0,46219.0,39.774124,-86.074905
1221226,229500.0,3.0,2.0,1701.0,1952.0,46219.0,39.779976,-86.026726
444243528,249000.0,2.0,2.0,2403.0,1920.0,46219.0,39.77299,-86.08228
444219619,162500.0,3.0,1.0,1140.0,1959.0,46219.0,39.802807,-86.02989
2072268598,325000.0,3.0,2.0,3015.0,1925.0,46219.0,39.77261,-86.082634
444114861,275000.0,2.0,2.0,2085.0,1890.0,46219.0,39.761383,-86.06533
1224925,139900.0,2.0,1.0,1440.0,1959.0,46219.0,39.793957,-86.053406
456750945,25000.0,2.0,1.0,600.0,1987.0,46219.0,39.757187,-86.05219
450590374,215000.0,3.0,2.0,1347.0,1963.0,46219.0,39.78736,-86.02847
1216497,335000.0,4.0,3.0,3340.0,1929.0,46219.0,39.77465,-86.05643
1217803,364900.0,4.0,3.0,3776.0,1926.0,46219.0,39.77413,-86.05853
1213668,185000.0,2.0,1.0,1118.0,1926.0,46219.0,39.778244,-86.020004
450537928,174999.0,3.0,1.0,1522.0,1958.0,46219.0,39.79035,-86.04154
1215501,114900.0,2.0,1.0,1818.0,1903.0,46219.0,39.776173,-86.08291
1218282,140000.0,3.0,1.0,1079.0,1964.0,46219.0,39.762226,-86.075294
1225738,164900.0,3.0,1.0,957.0,1957.0,46219.0,39.7906,-86.04037
1213444,180000.0,3.0,1.0,2254.0,1925.0,46219.0,39.777252,-86.022385
1217442,260000.0,3.0,2.0,2832.0,1919.0,46219.0,39.77217,-86.05979
1225017,169000.0,2.0,2.0,2127.0,1957.0,46219.0,39.792442,-86.05051
1216035,325000.0,3.0,3.0,2530.0,1910.0,46219.0,39.76918,-86.07246
1215574,250000.0,3.0,1.0,2420.0,1920.0,46219.0,39.771835,-86.06235
1218749,329800.0,3.0,2.0,2048.0,1916.0,46219.0,39.773113,-86.0623
1215974,129000.0,2.0,1.0,1450.0,1949.0,46219.0,39.7583,-86.07845
450593599,145000.0,4.0,1.0,1380.0,1921.0,46219.0,39.76118,-86.06447
1221890,199900.0,2.0,2.0,2000.0,1941.0,46219.0,39.78612,-86.08293
1230382,199999.0,4.0,2.0,2587.0,1962.0,46219.0,39.784233,-86.017006
1218135,349000.0,4.0,2.0,2459.0,1911.0,46219.0,39.76969,-86.073845
1214016,166800.0,3.0,2.0,1080.0,1957.0,46219.0,39.77785,-86.01502
